ind,cs,w,r2,peak
8,3,0.497593918520898,0.639595308124328,1.22222222222222
8,1,0.421157738188395,0.61224308794888,1.32876712328767
8,2,0.429655877309035,0.60631532849853,1.65284974093264
8,3,0.475729192407276,0.558240331959037,1.34177215189873
10,1,0.409447520526366,0.648466659946861,1.19148936170213
10,2,0.418579797392157,0.645756858557288,1.3003300330033
10,3,0.399216714698433,0.662932498312865,1.21304347826087
10,1,0.397279048522632,0.660661680710412,1.19183673469388
10,2,0.44817404230482,0.617425228426019,1.30392156862745
10,3,0.365194946304591,0.689494257434127,1.22540983606557
10,1,0.359083438037166,0.709164577311876,1.2012987012987
10,2,0.3676706872025,0.708666895612805,1.31182795698925
10,3,0.352730723720628,0.722200936659835,1.19108280254777
10,1,0.408067900536057,0.651503904638929,1.24675324675325
10,2,0.373872530151019,0.695677090687407,1.31603773584906
10,3,0.379121903682091,0.678006068063099,1.25657894736842
10,1,0.337548364823621,0.743031833886588,1.21782178217822
10,2,0.43739447507884,0.613726522592669,1.33606557377049
10,3,0.31168775092422,0.775694650593322,1.16666666666667
10,1,0.349455979782845,0.723013246679604,1.17307692307692
10,2,0.428727212687132,0.624564201888444,1.35593220338983
10,3,0.318259748404153,0.76114912515391,1.18867924528302
11,1,0.422334465602397,0.607473545827496,1.23316062176166
11,2,0.468213077417602,0.586747021777527,1.47767857142857
11,3,0.471015693505849,0.596590059117839,1.19834710743802
11,1,0.421717337081948,0.614669054936827,1.23350253807107
11,2,0.453761793581304,0.601328049181331,1.36144578313253
11,3,0.44313844059028,0.609944351209603,1.19469026548673
11,1,0.42554290330822,0.602675301586819,1.2734375
11,2,0.415274836352709,0.645507841184832,1.33714285714286
11,3,0.472797339323954,0.545947577019655,2.19883040935673
11,1,0.428212134097844,0.59650855261336,1.24285714285714
11,2,0.410516683679847,0.649627041316246,1.42162162162162
11,3,0.61747700654071,0.489696127143834,1.9746192893401
11,1,0.3827489393555,0.658293836082358,1.34408602150538
11,2,0.369465299727928,0.681378308132921,1.50387596899225
11,3,0.567001465236811,0.513053633450074,2.81679389312977
11,1,0.376368480508374,0.675175488939431,1.35955056179775
11,2,0.407396064520622,0.638318679935229,1.66666666666667
11,3,0.486739686897002,0.562141458188161,1.27142857142857
12,1,0.362247438245673,0.702339061381605,1.20689655172414
12,2,0.375246264728887,0.717024096197815,1.26712328767123
12,3,0.326523079133714,0.751412226872591,1.22077922077922
12,1,0.357961446000263,0.711796538937796,1.1796875
12,2,0.375848144822567,0.699193229493159,1.25914634146341
12,3,0.33114889958703,0.743989355357514,1.18532818532819
12,1,0.340241219919451,0.736495981999834,1.20606060606061
12,2,0.358534091042477,0.718936375193092,1.22680412371134
12,3,0.309138816509047,0.784970061919703,1.23030303030303
12,1,0.379311636860826,0.676420807523519,1.24683544303797
12,2,0.347025231925692,0.734000225905755,1.21198156682028
12,3,0.320926628768187,0.759307751283118,1.23125
12,1,0.336742551080012,0.730125642599921,1.25196850393701
12,2,0.379367940347998,0.685712595400671,1.33333333333333
12,3,0.330375492787551,0.759893032496994,1.19847328244275
12,1,0.376935261712,0.683686206531778,1.32203389830508
12,2,0.432553283976915,0.613996196053612,1.42176870748299
12,3,0.364537138719193,0.72537073805806,1.24590163934426
13,1,0.339460155172296,0.739106943924955,1.13333333333333
13,2,0.400370040975883,0.672642420628557,1.3
13,3,0.39023572227394,0.713200648663712,1.33771929824561
13,1,0.307053118248708,0.784194422721168,1.11788617886179
13,2,0.385700886245979,0.687306078469685,1.28113879003559
13,3,0.285810581676358,0.81443187137613,1.10878661087866
14,1,0.292863066172423,0.814323388013794,1.15469613259669
14,2,0.397517371969201,0.660881669872324,1.63084112149533
14,3,0.31100656324323,0.783123069935863,1.40641711229947
14,1,0.312725012529422,0.78029287073166,1.17857142857143
14,2,0.408039407020696,0.648716219708764,1.63809523809524
14,3,0.314961019581356,0.775267769008019,1.54437869822485
14,1,0.299202182733215,0.813089500163745,1.2089552238806
14,2,0.393351928761376,0.664478012897074,1.95512820512821
14,3,0.306145684116214,0.798223694059296,1.65
14,1,0.638783496171975,0.449926294057414,1.62962962962963
14,2,0.620435437272216,0.421373800543612,1.90845070422535
14,3,0.718899178948354,0.396181877367715,1.89115646258503
14,1,0.802606563565106,0.291831480942241,1.71276595744681
14,2,0.718060376145389,0.375788394115181,1.59459459459459
14,3,0.840769500639429,0.284435384650662,1.86538461538462
14,1,0.354429215733497,0.722128811600367,1.8
14,2,0.434818912385477,0.61212018422643,3.24561403508772
14,3,0.394502121258722,0.668050078343,3.50980392156863
15,1,0.339659773153457,0.728012520707446,1.27573529411765
15,2,0.387873561764659,0.678607872866007,1.25214899713467
15,3,0.29848317913806,0.809050320792265,1.12111801242236
15,1,0.342755255229124,0.730435062823193,1.23595505617978
15,2,0.374062176866618,0.696861873033558,1.26822157434402
15,3,0.286135390315225,0.81767744263065,1.12541254125413
15,1,0.394181205091433,0.66791040278604,1.376
15,2,0.391485491795189,0.676634592311981,1.7536231884058
15,3,0.340295717859905,0.731886147335288,1.7972972972973
15,1,0.407927380165646,0.648890951079137,1.4527027027027
15,2,0.4507532541644,0.626845518016964,1.75663716814159
15,3,0.365779770584922,0.72703087837395,1.62285714285714
15,1,0.349744494546374,0.70750635520299,1.26356589147287
15,2,0.390888093585,0.680013631622544,1.31176470588235
15,3,0.40306168148934,0.721621686383539,1.78205128205128
15,1,0.347149635278974,0.726816009020523,1.2734375
15,2,0.35551929120735,0.728687275179154,1.20792079207921
15,3,0.303254559833275,0.799626310967932,1.22068965517241
16,1,0.31207776093393,0.777780236731255,1.11
16,2,0.381905672886094,0.692687711092614,1.29831932773109
16,3,0.318727435975138,0.772518080107544,1.12254901960784
16,1,0.305091018744738,0.801587475583123,1.14427860696517
16,2,0.389014697006478,0.676230390321765,1.28070175438596
16,3,0.303851080331836,0.798136896215881,1.12745098039216
16,1,0.360209208045342,0.719038604688892,1.3448275862069
16,2,0.423882597744426,0.624233580126384,1.65454545454545
16,3,0.404128644050152,0.686214132829001,1.37931034482759
16,1,0.354961196820426,0.72202256529048,1.44943820224719
16,2,0.398699044510091,0.660436578264925,1.63478260869565
16,3,0.356566760741515,0.70625065373914,1.46067415730337
16,1,0.390378658979718,0.675990281040194,1.45161290322581
16,2,0.459059278572696,0.577028883922666,1.65573770491803
16,3,0.426403640190191,0.60643327553555,1.59090909090909
16,1,0.334361107709546,0.734240835593094,1.52631578947368
16,2,0.454655885198828,0.585284000835498,1.75
16,3,0.385013921766366,0.664595361551744,1.6
